CreditScore,PredictedCreditScore,Age,Balance,EstimatedSalary,NumOfProducts,Geography,Gender,Exited,IsActiveMember,residual
559,652.0005219932099,34,137390.11,9677.0,2,France,Male,0,0,-93.00052199320987
507,648.4192820601496,36,83543.37,140134.43,1,France,Male,0,0,-141.4192820601496
660,649.0730142726129,35,58641.43,198674.08,1,Germany,Male,0,1,10.926985727387091
773,638.8675465109235,41,0.0,28266.9,1,Spain,Female,1,0,134.1324534890765
705,651.7979315076757,25,97544.29,59887.15,1,France,Male,0,1,53.202068492324315
678,661.0334135802456,25,76968.12,131501.72,2,Germany,Female,0,1,16.966586419754435
545,659.8650934348871,38,88293.13,24302.95,2,France,Male,0,1,-114.86509343488706
652,656.037859969124,42,0.0,38152.01,2,Spain,Female,0,1,-4.037859969124042
749,636.802601344376,60,0.0,17978.68,1,France,Female,1,0,112.19739865562406
565,645.443570775726,36,106192.1,149575.59,1,France,Male,0,0,-80.44357077572602
585,651.1309751845027,42,0.0,18657.77,2,France,Male,0,1,-66.13097518450274
733,658.7699467073664,74,106545.53,134589.58,1,Germany,Male,0,1,74.23005329263356
728,652.2340276923035,32,61825.5,156124.93,1,Germany,Male,0,1,75.76597230769653
727,647.9812711742217,40,93051.64,71865.31,2,Germany,Male,1,0,79.01872882577834
568,649.698089074689,28,145105.64,185489.11,2,France,Male,0,0,-81.69808907468905
646,652.3890556594806,45,47134.75,57236.44,1,France,Female,0,1,-6.3890556594806185
714,659.1566825610928,36,101609.01,447.73,2,Germany,Female,0,1,54.84331743890721
639,655.4720644272765,38,130170.82,149599.62,1,Germany,Male,0,1,-16.47206442727645
512,643.140019599944,36,0.0,135482.26,1,Spain,Male,1,1,-131.14001959994403
775,645.4197668678211,52,109922.61,96823.32,1,France,Male,1,1,129.58023313217893
599,639.4337065784181,39,0.0,194273.2,1,Spain,Female,1,0,-40.43370657841808
771,660.1293046733207,67,0.0,51219.8,2,Spain,Female,0,1,110.87069532667931
637,649.6342121341034,34,0.0,26057.08,2,Spain,Female,0,0,-12.63421213410345
635,649.058567614692,43,78992.75,153265.31,2,Germany,Male,0,0,-14.058567614692038
750,657.139450937867,38,97257.41,179883.04,2,Spain,Female,0,1,92.86054906213303
652,653.7096604504487,48,133297.24,77764.37,1,France,Female,0,0,-1.7096604504487232
661,648.4972421152228,28,95357.49,102297.15,1,Spain,Female,0,0,12.502757884777225
838,650.4651618238785,43,123105.88,145765.83,2,Spain,Male,0,0,187.53483817612153
759,651.7264017754978,38,104091.29,91561.91,1,France,Female,0,0,107.27359822450217
648,659.5716766537873,42,121980.56,4027.02,2,Germany,Female,0,0,-11.571676653787335
646,648.9790721182021,42,175159.9,67124.48,2,France,Female,1,0,-2.9790721182021116
521,650.0107949389031,52,116497.31,53793.1,3,Germany,Male,1,0,-129.01079493890313
564,657.1323596532302,42,99824.45,36721.4,1,France,Male,0,1,-93.1323596532302
444,638.4201169151526,45,0.0,130009.85,1,France,Male,1,0,-194.42011691515256
719,652.7280982433055,35,122964.88,138231.7,1,Spain,Male,0,1,66.27190175669455
625,641.4975947882402,49,173434.9,165580.93,1,France,Male,1,0,-16.497594788240235
582,646.0551635975306,32,0.0,59668.81,2,France,Female,0,0,-64.05516359753062
737,658.0950544769433,35,133377.8,64050.19,1,Germany,Male,0,1,78.90494552305665
730,653.4935702420274,39,116537.6,145679.6,1,France,Male,0,0,76.50642975797257
714,650.9780725343229,72,0.0,86733.61,1,France,Female,0,1,63.021927465677095
630,645.058193139395,39,135483.17,140881.2,1,Spain,Female,1,0,-15.05819313939503
670,656.817112152999,38,119624.54,110472.12,2,France,Female,0,1,13.182887847000984
600,652.9342747770845,50,94684.27,50488.91,1,Spain,Female,0,1,-52.93427477708451
490,652.7453808657123,48,155413.06,187921.3,1,Spain,Female,0,0,-162.74538086571226
710,652.9773298094453,38,0.0,136390.88,2,Spain,Female,0,1,57.02267019055466
731,646.9344439580528,52,0.0,24998.75,1,France,Female,1,1,84.06555604194716
535,659.302031314743,31,111855.04,36278.89,2,France,Female,0,1,-124.30203131474298
743,660.916998811753,32,140348.56,163254.39,2,Germany,Female,0,1,82.08300118824695
677,659.9031760292697,41,146720.98,4195.84,2,Germany,Female,0,1,17.09682397073027
664,651.5341446810004,32,107209.73,112340.2,1,France,Male,0,1,12.465855318999616
678,650.700264154479,32,0.0,90284.47,2,France,Female,0,0,27.299735845521013
494,654.0759004773479,38,0.0,6203.66,2,Spain,Male,0,1,-160.0759004773479
420,643.8040535684122,34,135549.9,149471.13,1,Germany,Female,1,0,-223.8040535684122
595,648.2876299834057,31,0.0,189995.86,2,France,Male,0,0,-53.287629983405736
731,647.3683341488944,21,132312.06,106663.46,1,Germany,Female,1,0,83.6316658511056
608,647.5638827714098,62,144976.5,175836.03,1,France,Female,1,0,-39.563882771409794
612,658.7852120855041,58,149641.53,115161.28,1,Germany,Female,0,1,-46.7852120855041
663,646.8014493298709,33,122528.18,196260.3,1,Spain,Female,0,0,16.198550670129066
675,650.3872696885287,32,155663.31,97658.66,1,France,Female,0,0,24.612730311471296
500,647.1558247462524,37,125822.21,111698.0,1,Spain,Male,0,0,-147.1558247462524
727,653.3712583533447,57,109679.72,753.37,1,Spain,Female,0,1,73.62874164665527
618,642.386883344113,37,96652.86,98686.4,1,France,Female,1,0,-24.386883344113016
617,660.3145255972038,40,190008.32,107047.92,2,France,Male,0,1,-43.31452559720378
793,646.2846223612443,41,0.0,152153.74,2,Spain,Male,0,0,146.71537763875574
765,650.7805374773882,43,148962.76,173878.87,1,Germany,Male,1,1,114.21946252261182
614,656.0410377400201,30,131344.52,54776.64,2,Germany,Female,0,0,-42.0410377400201
655,652.6106922084673,38,0.0,110527.71,2,France,Male,0,0,2.3893077915327012
755,646.4789540773377,45,135643.0,143619.52,1,Germany,Female,1,0,108.52104592266232
538,657.0680292932295,39,122773.5,58467.08,2,Spain,Male,0,1,-119.06802929322953
729,644.7281816581449,37,0.0,100862.54,2,Spain,Male,0,0,84.27181834185512
513,639.289741585533,35,0.0,76640.29,1,France,Male,1,0,-126.28974158553297
615,643.3646361075333,30,0.0,87347.82,1,France,Female,0,0,-28.36463610753333
621,652.8211357437802,34,0.0,99128.13,2,France,Male,0,1,-31.821135743780246
652,654.2976563366182,36,0.0,151314.98,2,France,Male,0,1,-2.297656336618161
756,658.2446979383835,37,132623.6,58974.0,1,France,Male,0,1,97.75530206161648
529,641.2257282596379,22,0.0,151169.83,1,France,Male,0,0,-112.22572825963789
780,653.4128471992426,76,121313.88,64872.33,1,France,Male,0,1,126.5871528007574
693,654.7965740842668,25,146580.69,14633.35,1,Germany,Male,0,1,38.20342591573319
587,652.6881566519781,38,132122.42,31730.32,2,Germany,Female,0,0,-65.68815665197815
512,647.6824738560798,24,0.0,37654.31,2,France,Male,0,0,-135.6824738560798
693,657.4201701058442,68,97705.99,61569.07,1,France,Male,0,1,35.57982989415575
499,653.9105001118735,55,126817.65,123269.71,2,Germany,Female,0,0,-154.9105001118735
733,644.8823351957161,42,120094.93,184056.45,1,France,Male,0,0,88.11766480428389
704,640.9020894899472,27,147004.34,64381.33,1,Germany,Male,1,0,63.09791051005277
665,655.3134117929732,40,173432.55,116766.79,1,Spain,Female,0,1,9.68658820702683
534,651.4382023683147,55,116973.26,122066.5,3,France,Female,1,0,-117.4382023683147
837,655.9764824306193,38,126732.85,79577.38,1,Germany,Male,0,1,181.02351756938072
658,646.5800531756162,44,148481.09,130529.13,1,France,Female,0,0,11.419946824383828
554,660.3245877106605,38,137654.05,172629.67,2,France,Female,0,1,-106.32458771066047
583,656.6621776895305,59,127450.14,67552.71,1,France,Male,0,1,-73.6621776895305
579,652.9577053619272,37,152212.88,120219.14,2,Spain,Male,0,0,-73.9577053619272
653,648.9944499612469,31,143321.97,83679.46,1,Germany,Male,0,0,4.005550038753086
593,646.871904074887,32,134096.53,53931.05,2,Germany,Female,1,0,-53.87190407488697
724,648.738484796585,40,0.0,106149.48,2,France,Male,0,0,75.261515203415
743,640.5421433095238,40,0.0,28280.8,1,France,Female,1,0,102.4578566904762
640,653.3582391492928,46,0.0,89043.19,2,Spain,Female,0,0,-13.358239149292785
849,660.5201910372422,37,143452.74,17294.12,2,Germany,Male,0,1,188.47980896275783
682,656.240442782306,46,128029.72,62615.35,1,Spain,Male,0,1,25.75955721769401
643,654.4699990101917,30,94443.77,165614.4,1,France,Male,0,1,-11.469999010191714
575,642.5524540618496,43,0.0,83594.51,1,Spain,Male,0,0,-67.55245406184963
626,646.2855679716271,29,0.0,49361.84,2,Spain,Male,0,0,-20.285567971627074
652,650.3372732624296,50,125437.64,17160.94,1,Germany,Male,1,1,1.6627267375704378
528,643.0128446055152,46,135555.66,133146.03,1,Germany,Female,1,0,-115.01284460551517
632,648.5805321767489,44,107764.75,185667.72,1,France,Male,0,0,-16.580532176748875
768,650.6760883667222,44,60603.4,178045.97,1,Spain,Female,0,1,117.32391163327782
661,650.9156072641496,42,0.0,35989.41,2,Spain,Female,0,0,10.084392735850429
582,643.2545849902878,46,67563.31,44506.09,1,Spain,Female,1,0,-61.25458499028775
693,642.8720662540528,38,0.0,78133.48,2,France,Female,1,0,50.12793374594719
517,651.0365543523229,29,0.0,103402.88,2,Spain,Female,0,0,-134.03655435232292
620,650.4303725935894,43,0.0,20670.1,2,Spain,Female,0,0,-30.430372593589368
662,643.0692287776258,41,90350.77,75884.65,1,Spain,Female,1,0,18.930771222374233
673,654.577547231728,29,99097.36,9796.69,1,Germany,Female,0,1,18.422452768272024
601,652.4735443835021,26,78892.23,23703.52,1,France,Female,0,1,-51.473544383502144
820,655.7745174990204,29,82344.84,115985.38,1,France,Female,0,1,164.22548250097964
755,659.2798486696385,62,127706.33,142377.69,2,France,Male,0,1,95.72015133036155
552,648.0369728469321,41,124349.34,135635.25,1,France,Female,0,0,-96.03697284693214
576,663.2091384899285,28,119336.29,58976.85,2,Germany,Male,0,1,-87.20913848992848
551,652.3534145573585,38,0.0,216.27,2,France,Female,0,1,-101.35341455735852
687,644.5732554700803,35,99587.43,1713.1,1,France,Female,1,1,42.42674452991969
465,657.8810625520028,25,78247.31,10472.31,2,France,Male,0,1,-192.88106255200285
633,650.3130107675904,29,169988.35,4272.0,1,France,Female,0,0,-17.313010767590413
646,653.2186273620648,30,98014.74,12757.14,1,France,Male,0,1,-7.218627362064808
710,644.9605699752206,51,93656.95,141400.51,1,Spain,Female,1,1,65.03943002477945
680,644.8807815787231,30,0.0,160131.58,1,Spain,Female,0,0,35.119218421276855
449,652.5314427536864,52,0.0,123622.0,2,France,Male,0,1,-203.5314427536864
747,647.4428963384986,27,0.0,13007.89,2,France,Male,0,0,99.5571036615014
576,653.4520772290407,36,0.0,48314.0,2,France,Male,0,1,-77.4520772290407
600,654.8813514956034,28,0.0,52193.23,2,France,Female,0,1,-54.88135149560344
821,648.8464955186129,28,0.0,36754.13,1,France,Female,0,1,172.15350448138713
530,651.9285562420592,33,129307.32,172930.28,1,France,Female,0,1,-121.92855624205924
701,655.3433703735808,48,92072.68,133992.36,1,Germany,Female,0,1,45.6566296264192
639,656.6035336992695,54,0.0,53843.71,2,Spain,Female,0,1,-17.60353369926952
658,649.9698361349747,40,140596.95,135459.02,1,France,Female,1,1,8.030163865025315
632,655.718728076444,42,119624.6,195978.86,2,Germany,Male,0,1,-23.718728076443995
676,654.2221594671493,40,114005.78,67998.45,1,France,Male,0,1,21.777840532850746
716,645.0212443771436,44,109528.28,27341.63,1,France,Female,1,0,70.9787556228564
735,647.2462087255994,33,0.0,149474.69,2,France,Female,0,0,87.75379127440056
747,655.3764274434841,61,155973.13,147554.26,1,France,Male,0,1,91.62357255651591
675,652.7269102947267,36,89409.95,149399.7,1,Germany,Male,0,1,22.273089705273264
591,657.2021167299728,36,135216.8,122022.89,1,Spain,Male,0,1,-66.20211672997277
677,647.5167891226768,38,0.0,187800.63,2,France,Male,0,0,29.483210877323245
601,645.1054925801125,48,120782.7,63940.68,1,Germany,Female,1,0,-44.10549258011247
517,649.3702492157065,28,115062.61,179056.23,1,France,Male,0,0,-132.3702492157065
718,657.3886721338741,31,152663.77,17128.64,1,France,Female,0,1,60.61132786612586
619,651.0430866085849,35,132292.63,65682.93,1,France,Female,0,0,-32.04308660858487
588,653.7643395048347,24,0.0,140586.08,2,France,Female,0,1,-65.76433950483465
739,654.7257133902338,29,59385.98,105533.96,2,Germany,Male,0,1,84.27428660976625
656,655.1219093563157,18,151762.74,127014.32,1,France,Male,0,1,0.8780906436843452
712,658.5506061167888,43,141749.74,90905.26,2,Germany,Male,0,1,53.4493938832112
689,647.2536050366197,38,75075.14,8651.92,1,Spain,Male,1,1,41.74639496338034
697,651.460120636523,25,165686.11,15467.98,2,France,Female,0,0,45.539879363476985
626,652.9520959368522,62,0.0,65010.74,1,Spain,Male,0,1,-26.952095936852174
570,641.682986371656,50,129293.74,177805.44,1,Germany,Female,1,0,-71.68298637165606
698,651.6014855346662,40,150777.1,114732.62,1,Germany,Female,0,0,46.39851446533385
748,651.5864138938069,44,92911.52,85495.24,1,France,Male,0,1,96.41358610619307
749,654.3467894697244,42,129776.72,143538.51,2,France,Male,0,1,94.6532105302756
559,640.6028828426192,24,114739.92,85891.02,1,Spain,Male,1,0,-81.60288284261924
570,644.3958403270846,18,82767.42,71811.9,1,France,Female,0,0,-74.39584032708456
712,648.0226001112092,42,87842.98,92223.59,1,France,Female,0,0,63.97739988879084
850,652.0952330898459,37,137204.77,28865.59,1,Spain,Male,0,1,197.90476691015408
541,655.0748660426905,37,118636.92,73551.44,1,France,Male,0,1,-114.07486604269047
506,647.6816858976055,34,0.0,115842.1,2,France,Male,0,0,-141.68168589760546
608,650.0781512871283,30,0.0,128875.86,2,France,Female,0,0,-42.07815128712832
730,649.1747620531213,45,152880.97,162478.11,1,Germany,Male,0,0,80.8252379468787
672,660.7647719269082,21,165878.76,164537.17,2,Germany,Female,0,1,11.235228073091776
796,648.102652696572,41,107525.07,18510.41,1,Spain,Male,0,0,147.89734730342798
695,653.1364570837661,42,121453.63,46374.64,1,France,Female,0,0,41.86354291623388
747,657.3290628687124,25,0.0,42039.67,2,France,Female,0,1,89.67093713128759
584,649.6280351889669,59,0.0,130260.11,1,Spain,Female,1,1,-65.62803518896692
595,649.3889220799041,23,101126.66,37042.8,2,Spain,Female,0,0,-54.38892207990409
724,656.6400650579001,33,103564.83,121085.72,2,Germany,Male,0,0,67.35993494209993
636,651.2842475025941,34,0.0,44756.25,2,France,Female,0,1,-15.284247502594098
657,654.7492747969095,41,95858.37,68255.88,1,France,Female,0,1,2.2507252030904965
658,658.5218721518434,36,174060.46,94925.62,1,France,Male,0,1,-0.521872151843354
702,648.509118668858,35,14262.8,54689.16,2,Spain,Female,0,0,53.49088133114196
647,643.8090914521225,44,93960.35,36579.53,1,Germany,Male,1,0,3.190908547877484
850,652.7210038875924,39,0.0,143030.09,2,Spain,Female,0,1,197.27899611240764
713,653.2226217782128,59,0.0,62700.08,2,France,Female,0,1,59.77737822178722
552,654.2828774977635,33,140931.57,10921.5,1,France,Male,0,1,-102.28287749776348
739,646.1004168540015,41,0.0,143882.25,2,France,Male,0,0,92.89958314599846
639,658.1283032910695,50,115335.32,53130.41,2,France,Female,0,1,-19.12830329106953
850,652.1968043529932,33,134678.13,113177.95,1,Germany,Female,0,0,197.80319564700676
633,660.1821392912094,32,163340.12,74415.2,2,Spain,Male,0,1,-27.18213929120941
714,654.8816402811083,45,150900.29,139889.15,2,Spain,Male,0,1,59.118359718891725
569,661.8871626239917,25,173459.45,44381.06,2,Germany,Male,0,1,-92.88716262399168
725,642.9336923216082,45,116917.07,173464.43,1,Germany,Male,1,0,82.06630767839181
632,652.0761774354476,36,0.0,52526.65,2,France,Female,0,1,-20.076177435447562
561,650.2949512528559,56,152759.0,133167.11,2,France,Male,1,0,-89.29495125285587
737,639.8824249931565,36,0.0,188670.9,1,France,Male,1,1,97.11757500684348
581,646.4737039066151,29,0.0,46735.19,2,Spain,Female,0,0,-65.47370390661513
527,641.2000678948552,29,27755.97,97468.44,1,Spain,Female,1,0,-114.20006789485524
544,655.4787122917793,29,118560.55,164137.36,1,France,Female,0,1,-111.47871229177929
639,653.8976019717669,28,97840.72,178222.77,1,Spain,Female,0,1,-14.897601971766903
565,658.9964287725692,38,158651.29,179445.28,2,Germany,Female,0,1,-93.99642877256917
715,654.398674958186,33,85227.84,68087.15,1,France,Female,0,1,60.60132504181399
624,647.9977487237401,33,0.0,76551.7,2,Spain,Male,0,0,-23.997748723740074
